departure,arrival,airplane_number,,,,letter,航线,,,,航班,航线,机场
CTU,LXA,3U8719,,CTULXA,,CA3358,XNNSHE,,,,CA3358,XNNSHE,西宁曹家堡机场-沈阳桃仙国际机场
CTU,LXA,8L9627,,CTULXA,,NS3226,XMNSJW,,,,NS3226,XMNSJW,厦门高崎国际机场-石家庄正定机场
CTU,LXA,CA4025,,CTULXA,,NS3262,XMNSJW,,,,NS3262,XMNSJW,厦门高崎国际机场-石家庄正定机场
CTU,LXA,CA407,,CTULXA,,NS3264,XMNSJW,,,,NS3264,XMNSJW,厦门高崎国际机场-石家庄正定机场
CTU,LXA,CA4112,,CTULXA,,MF7024,XMNSJW,,,,MF7024,XMNSJW,厦门高崎国际机场-石家庄正定机场
CTU,LXA,CA4401,,CTULXA,,MF7046,XMNSJW,,,,MF7046,XMNSJW,厦门高崎国际机场-石家庄正定机场
CTU,LXA,CA4403,,CTULXA,,MF7048,XMNSJW,,,,MF7048,XMNSJW,厦门高崎国际机场-石家庄正定机场
CTU,LXA,CA4405,,CTULXA,,MU5285,DNHCAN,,,,MU5285,DNHCAN,甘肃敦煌机场-广州白云国际机场
CTU,LXA,CA4441,,CTULXA,,CZ5166,XNNJJN,,,,CZ5166,XNNJJN,西宁曹家堡机场-泉州晋江机场
CTU,LXA,MU5281,,CTULXA,,NS8242,XNNJJN,,,,NS8242,XNNJJN,西宁曹家堡机场-泉州晋江机场
CTU,LXA,MU5473,,CTULXA,,MF8242,XNNJJN,,,,MF8242,XNNJJN,西宁曹家堡机场-泉州晋江机场
CTU,LXA,TV9803,,CTULXA,,3U8529,HGHKMG,,,,3U8529,HGHKMG,杭州萧山国际机场-昆明长水国际机场
CTU,LXA,TV9848,,CTULXA,,KY1753,HGHKMG,,,,KY1753,HGHKMG,杭州萧山国际机场-昆明长水国际机场
CTU,LXA,TV9853,,CTULXA,,KY1751,HGHKMG,,,,KY1751,HGHKMG,杭州萧山国际机场-昆明长水国际机场
CTU,LXA,TV9855,,CTULXA,,KY8236,HGHKMG,,,,KY8236,HGHKMG,杭州萧山国际机场-昆明长水国际机场
CTU,LXA,TV9882,,CTULXA,,KY8266,HGHKMG,,,,KY8266,HGHKMG,杭州萧山国际机场-昆明长水国际机场
CTU,LYG,EU2755,,CTULYG,,MF8461,HGHKMG,,,,MF8461,HGHKMG,杭州萧山国际机场-昆明长水国际机场
CTU,LYI,3U8555,,CTULYI,,NS8461,HGHKMG,,,,NS8461,HGHKMG,杭州萧山国际机场-昆明长水国际机场
CTU,LYI,CZ6440,,CTULYI,,CA1751,HGHKMG,,,,CA1751,HGHKMG,杭州萧山国际机场-昆明长水国际机场
CTU,LZY,3U8693,,CTULZY,,CA1755,HGHKMG,,,,CA1755,HGHKMG,杭州萧山国际机场-昆明长水国际机场
CTU,LZY,CA4251,,CTULZY,,CA1753,HGHKMG,,,,CA1753,HGHKMG,杭州萧山国际机场-昆明长水国际机场
CTU,LZY,CA4431,,CTULZY,,MU8567,HGHKMG,,,,MU8567,HGHKMG,杭州萧山国际机场-昆明长水国际机场
CTU,LZY,TV9873,,CTULZY,,JD5157,HGHKMG,,,,JD5157,HGHKMG,杭州萧山国际机场-昆明长水国际机场
CTU,NAY,KN5216,,CTUNAY,,SC1755,HGHKMG,,,,SC1755,HGHKMG,杭州萧山国际机场-昆明长水国际机场
CTU,NAY,KN5218,,CTUNAY,,SC1751,HGHKMG,,,,SC1751,HGHKMG,杭州萧山国际机场-昆明长水国际机场
CTU,NGB,3U8927,,CTUNGB,,SC1753,HGHKMG,,,,SC1753,HGHKMG,杭州萧山国际机场-昆明长水国际机场
CTU,NGB,CA4529,,CTUNGB,,GJ8881,HGHKMG,,,,GJ8881,HGHKMG,杭州萧山国际机场-昆明长水国际机场
CTU,NGB,EU2749,,CTUNGB,,GJ8671,HGHKMG,,,,GJ8671,HGHKMG,杭州萧山国际机场-昆明长水国际机场
CTU,NGB,MU5373,,CTUNGB,,CA5766,HGHKMG,,,,CA5766,HGHKMG,杭州萧山国际机场-昆明长水国际机场
CTU,NGB,MU5387,,CTUNGB,,HO1047,HGHKMG,,,,HO1047,HGHKMG,杭州萧山国际机场-昆明长水国际机场
CTU,NGB,MU9938,,CTUNGB,,CZ9601,HGHKMG,,,,CZ9601,HGHKMG,杭州萧山国际机场-昆明长水国际机场
CTU,NKG,3U8173,,CTUNKG,,HO1019,HGHKMG,,,,HO1019,HGHKMG,杭州萧山国际机场-昆明长水国际机场
CTU,NKG,3U8923,,CTUNKG,,MU5547,HGHKMG,,,,MU5547,HGHKMG,杭州萧山国际机场-昆明长水国际机场
CTU,NKG,3U8993,,CTUNKG,,MU5645,HGHKMG,,,,MU5645,HGHKMG,杭州萧山国际机场-昆明长水国际机场
CTU,NKG,CA4505,,CTUNKG,,MU5655,HGHKMG,,,,MU5655,HGHKMG,杭州萧山国际机场-昆明长水国际机场
CTU,NKG,EU2221,,CTUNKG,,MU5085,HGHKMG,,,,MU5085,HGHKMG,杭州萧山国际机场-昆明长水国际机场
CTU,NKG,MU2806,,CTUNKG,,CZ5361,HGHKMG,,,,CZ5361,HGHKMG,杭州萧山国际机场-昆明长水国际机场
CTU,NKG,MU2816,,CTUNKG,,CA3243,HGHKMG,,,,CA3243,HGHKMG,杭州萧山国际机场-昆明长水国际机场
CTU,NKG,MU2826,,CTUNKG,,ZH1751,HGHKMG,,,,ZH1751,HGHKMG,杭州萧山国际机场-昆明长水国际机场
CTU,NKG,MU2838,,CTUNKG,,ZH1753,HGHKMG,,,,ZH1753,HGHKMG,杭州萧山国际机场-昆明长水国际机场
CTU,NKG,MU2855,,CTUNKG,,ZH1755,HGHKMG,,,,ZH1755,HGHKMG,杭州萧山国际机场-昆明长水国际机场
CTU,NKG,ZH9566,,CTUNKG,,ZH3166,HGHKMG,,,,ZH3166,HGHKMG,杭州萧山国际机场-昆明长水国际机场
CTU,NKG,ZH9570,,CTUNKG,,8L9642,HGHKMG,,,,8L9642,HGHKMG,杭州萧山国际机场-昆明长水国际机场
CTU,NLH,8L9697,,CTUNLH,,MF1374,HGHKMG,,,,MF1374,HGHKMG,杭州萧山国际机场-昆明长水国际机场
CTU,NNG,3U8773,,CTUNNG,,8L9874,HGHKMG,,,,8L9874,HGHKMG,杭州萧山国际机场-昆明长水国际机场
CTU,NNG,CA3662,,CTUNNG,,CZ3542,HGHKMG,,,,CZ3542,HGHKMG,杭州萧山国际机场-昆明长水国际机场
CTU,NNG,CA4327,,CTUNNG,,MU5878,HGHKMG,,,,MU5878,HGHKMG,杭州萧山国际机场-昆明长水国际机场
CTU,NNG,CZ3242,,CTUNNG,,MF3055,HGHKMG,,,,MF3055,HGHKMG,杭州萧山国际机场-昆明长水国际机场
CTU,NNG,EU2219,,CTUNNG,,KN2260,HETNAY,,,,KN2260,HETNAY,呼和浩特白塔机场-北京南苑机场
CTU,NNG,GX8966,,CTUNNG,,KN2262,HETNAY,,,,KN2262,HETNAY,呼和浩特白塔机场-北京南苑机场
CTU,NNG,ZH9362,,CTUNNG,,MU3842,HETNAY,,,,MU3842,HETNAY,呼和浩特白塔机场-北京南苑机场
CTU,NNY,CZ6456,,CTUNNY,,GX8996,WUATNA,,,,GX8996,WUATNA,乌海机场-济南遥墙国际机场
CTU,NNY,MF4099,,CTUNNY,,MU5605,HMIURC,,,,MU5605,HMIURC,哈密机场-乌鲁木齐地窝铺国际机场
CTU,NTG,3U8985,,CTUNTG,,NS8454,CSXHGH,,,,NS8454,CSXHGH,长沙黄花国际机场-杭州萧山国际机场
CTU,NTG,DZ6301,,CTUNTG,,MF8454,CSXHGH,,,,MF8454,CSXHGH,长沙黄花国际机场-杭州萧山国际机场
CTU,NTG,EU6675,,CTUNTG,,MF8266,CSXHGH,,,,MF8266,CSXHGH,长沙黄花国际机场-杭州萧山国际机场
CTU,PEK,3U8547,,CTUPEK,,MF8025,CSXHGH,,,,MF8025,CSXHGH,长沙黄花国际机场-杭州萧山国际机场
CTU,PEK,3U8881,,CTUPEK,,MU4140,CSXHGH,,,,MU4140,CSXHGH,长沙黄花国际机场-杭州萧山国际机场
CTU,PEK,3U8883,,CTUPEK,,NS8025,CSXHGH,,,,NS8025,CSXHGH,长沙黄花国际机场-杭州萧山国际机场
CTU,PEK,3U8885,,CTUPEK,,HU7688,CSXHGH,,,,HU7688,CSXHGH,长沙黄花国际机场-杭州萧山国际机场
CTU,PEK,3U8887,,CTUPEK,,NS8266,CSXHGH,,,,NS8266,CSXHGH,长沙黄花国际机场-杭州萧山国际机场
CTU,PEK,3U8889,,CTUPEK,,EU2205,CSXHGH,,,,EU2205,CSXHGH,长沙黄花国际机场-杭州萧山国际机场
CTU,PEK,3U8891,,CTUPEK,,3U4084,CSXHGH,,,,3U4084,CSXHGH,长沙黄花国际机场-杭州萧山国际机场
CTU,PEK,3U8893,,CTUPEK,,CZ5354,CSXHGH,,,,CZ5354,CSXHGH,长沙黄花国际机场-杭州萧山国际机场
CTU,PEK,3U8895,,CTUPEK,,CZ5005,CSXHGH,,,,CZ5005,CSXHGH,长沙黄花国际机场-杭州萧山国际机场
CTU,PEK,CA1406,,CTUPEK,,CZ5188,CSXHGH,,,,CZ5188,CSXHGH,长沙黄花国际机场-杭州萧山国际机场
CTU,PEK,CA1408,,CTUPEK,,MF5049,KOWXMN,,,,MF5049,KOWXMN,赣州黄金机场-厦门高崎国际机场
CTU,PEK,CA1416,,CTUPEK,,SC3061,KOWXMN,,,,SC3061,KOWXMN,赣州黄金机场-厦门高崎国际机场
CTU,PEK,CA1426,,CTUPEK,,3U8937,KOWXMN,,,,3U8937,KOWXMN,赣州黄金机场-厦门高崎国际机场
CTU,PEK,CA4101,,CTUPEK,,3U4056,CSXXMN,,,,3U4056,CSXXMN,长沙黄花国际机场-厦门高崎国际机场
CTU,PEK,CA4103,,CTUPEK,,3U4054,CSXXMN,,,,3U4054,CSXXMN,长沙黄花国际机场-厦门高崎国际机场
CTU,PEK,CA4105,,CTUPEK,,3U4050,CSXXMN,,,,3U4050,CSXXMN,长沙黄花国际机场-厦门高崎国际机场
CTU,PEK,CA4107,,CTUPEK,,3U4048,CSXXMN,,,,3U4048,CSXXMN,长沙黄花国际机场-厦门高崎国际机场
CTU,PEK,CA4109,,CTUPEK,,MF5051,CSXXMN,,,,MF5051,CSXXMN,长沙黄花国际机场-厦门高崎国际机场
CTU,PEK,CA4111,,CTUPEK,,MF8440,CSXXMN,,,,MF8440,CSXXMN,长沙黄花国际机场-厦门高崎国际机场
CTU,PEK,CA4113,,CTUPEK,,MF8480,CSXXMN,,,,MF8480,CSXXMN,长沙黄花国际机场-厦门高崎国际机场
CTU,PEK,CA4115,,CTUPEK,,MF8503,CSXXMN,,,,MF8503,CSXXMN,长沙黄花国际机场-厦门高崎国际机场
CTU,PEK,CA4117,,CTUPEK,,MF8158,CSXXMN,,,,MF8158,CSXXMN,长沙黄花国际机场-厦门高崎国际机场
CTU,PEK,CA4119,,CTUPEK,,SC4786,CSXXMN,,,,SC4786,CSXXMN,长沙黄花国际机场-厦门高崎国际机场
CTU,PEK,CA4193,,CTUPEK,,NS8440,CSXXMN,,,,NS8440,CSXXMN,长沙黄花国际机场-厦门高崎国际机场
CTU,PEK,CA4197,,CTUPEK,,NS8480,CSXXMN,,,,NS8480,CSXXMN,长沙黄花国际机场-厦门高崎国际机场
CTU,PEK,CZ3904,,CTUPEK,,NS8503,CSXXMN,,,,NS8503,CSXXMN,长沙黄花国际机场-厦门高崎国际机场
CTU,PEK,CZ6120,,CTUPEK,,SC4814,CSXXMN,,,,SC4814,CSXXMN,长沙黄花国际机场-厦门高崎国际机场
CTU,PEK,CZ6136,,CTUPEK,,CA4786,CSXXMN,,,,CA4786,CSXXMN,长沙黄花国际机场-厦门高崎国际机场
CTU,PEK,CZ6162,,CTUPEK,,BK2713,CSXXMN,,,,BK2713,CSXXMN,长沙黄花国际机场-厦门高崎国际机场
CTU,PEK,CZ6184,,CTUPEK,,CA4814,CSXXMN,,,,CA4814,CSXXMN,长沙黄花国际机场-厦门高崎国际机场
CTU,PEK,CZ9911,,CTUPEK,,CZ5380,CSXXMN,,,,CZ5380,CSXXMN,长沙黄花国际机场-厦门高崎国际机场
CTU,PEK,HU7148,,CTUPEK,,CZ5342,CSXXMN,,,,CZ5342,CSXXMN,长沙黄花国际机场-厦门高崎国际机场
CTU,PEK,HU7248,,CTUPEK,,CZ5401,CSXXMN,,,,CZ5401,CSXXMN,长沙黄花国际机场-厦门高崎国际机场
CTU,PEK,HU7348,,CTUPEK,,CZ5100,CSXXMN,,,,CZ5100,CSXXMN,长沙黄花国际机场-厦门高崎国际机场
CTU,PEK,MU5273,,CTUPEK,,PN6231,CSXXMN,,,,PN6231,CSXXMN,长沙黄花国际机场-厦门高崎国际机场
CTU,PEK,ZH9164,,CTUPEK,,SC3057,CSXXMN,,,,SC3057,CSXXMN,长沙黄花国际机场-厦门高崎国际机场
CTU,PVG,3U8647,,CTUPVG,,NS8158,CSXXMN,,,,NS8158,CSXXMN,长沙黄花国际机场-厦门高崎国际机场
CTU,PVG,3U8961,,CTUPVG,,3U8951,CSXXMN,,,,3U8951,CSXXMN,长沙黄花国际机场-厦门高崎国际机场
CTU,PVG,3U8963,,CTUPVG,,HU7107,SZXWNZ,,,,HU7107,SZXWNZ,深圳宝安国际机场-温州永强机场
CTU,PVG,3U8965,,CTUPVG,,KY9965,SZXWNZ,,,,KY9965,SZXWNZ,深圳宝安国际机场-温州永强机场
CTU,PVG,CA1948,,CTUPVG,,MF1223,SZXWNZ,,,,MF1223,SZXWNZ,深圳宝安国际机场-温州永强机场
CTU,PVG,CA1950,,CTUPVG,,CZ3369,SZXWNZ,,,,CZ3369,SZXWNZ,深圳宝安国际机场-温州永强机场
CTU,PVG,CA4503,,CTUPVG,,CA4732,SZXWNZ,,,,CA4732,SZXWNZ,深圳宝安国际机场-温州永强机场
CTU,PVG,CA4513,,CTUPVG,,ZH9965,SZXWNZ,,,,ZH9965,SZXWNZ,深圳宝安国际机场-温州永强机场
CTU,PVG,CA4535,,CTUPVG,,SC4732,SZXWNZ,,,,SC4732,SZXWNZ,深圳宝安国际机场-温州永强机场
CTU,PVG,CA4591,,CTUPVG,,CA3349,SZXWNZ,,,,CA3349,SZXWNZ,深圳宝安国际机场-温州永强机场
CTU,PVG,CA459Y,,CTUPVG,,MF1455,CSXXNN,,,,MF1455,CSXXNN,长沙黄花国际机场-西宁曹家堡机场
CTU,PVG,CZ3360,,CTUPVG,,MF1029,CSXXNN,,,,MF1029,CSXXNN,长沙黄花国际机场-西宁曹家堡机场
CTU,PVG,EU6661,,CTUPVG,,CZ3629,CSXXNN,,,,CZ3629,CSXXNN,长沙黄花国际机场-西宁曹家堡机场
CTU,PVG,MU293,,CTUPVG,,MU4721,CSXXNN,,,,MU4721,CSXXNN,长沙黄花国际机场-西宁曹家堡机场
CTU,PVG,MU5037,,CTUPVG,,MU4671,CSXXNN,,,,MU4671,CSXXNN,长沙黄花国际机场-西宁曹家堡机场
CTU,PVG,MU5296,,CTUPVG,,CZ3129,CSXXNN,,,,CZ3129,CSXXNN,长沙黄花国际机场-西宁曹家堡机场
CTU,PVG,MU5402,,CTUPVG,,BK3041,CSXXNN,,,,BK3041,CSXXNN,长沙黄花国际机场-西宁曹家堡机场
CTU,PVG,MU5414,,CTUPVG,,HU7615,PEKDOY,,,,HU7615,PEKDOY,北京首都国际机场-东营永安机场
CTU,PVG,MU5416,,CTUPVG,,CZ9399,PVGCSX,,,,CZ9399,PVGCSX,上海浦东国际机场-长沙黄花国际机场
CTU,PVG,MU5420,,CTUPVG,,CZ3970,PVGCSX,,,,CZ3970,PVGCSX,上海浦东国际机场-长沙黄花国际机场
CTU,PVG,MU5488,,CTUPVG,,CZ3968,PVGCSX,,,,CZ3968,PVGCSX,上海浦东国际机场-长沙黄花国际机场
CTU,PZI,3U8651,,CTUPZI,,MF1756,PVGCSX,,,,MF1756,PVGCSX,上海浦东国际机场-长沙黄花国际机场
CTU,PZI,CA4461,,CTUPZI,,MU5367,PVGCSX,,,,MU5367,PVGCSX,上海浦东国际机场-长沙黄花国际机场
CTU,PZI,CA4463,,CTUPZI,,MU4665,PVGCSX,,,,MU4665,PVGCSX,上海浦东国际机场-长沙黄花国际机场
CTU,RIZ,3U8785,,CTURIZ,,HU7816,PVGCSX,,,,HU7816,PVGCSX,上海浦东国际机场-长沙黄花国际机场
CTU,RKZ,TV9843,,CTURKZ,,MU9399,PVGCSX,,,,MU9399,PVGCSX,上海浦东国际机场-长沙黄花国际机场
CTU,SHA,9C8888,,CTUSHA,,MU9397,PVGCSX,,,,MU9397,PVGCSX,上海浦东国际机场-长沙黄花国际机场
CTU,SHA,CA4501,,CTUSHA,,CZ8319,PVGCSX,,,,CZ8319,PVGCSX,上海浦东国际机场-长沙黄花国际机场
CTU,SHA,CA4515,,CTUSHA,,HO1749,PVGCSX,,,,HO1749,PVGCSX,上海浦东国际机场-长沙黄花国际机场
CTU,SHA,EU6665,,CTUSHA,,FM9397,PVGCSX,,,,FM9397,PVGCSX,上海浦东国际机场-长沙黄花国际机场
CTU,SHA,FM9404,,CTUSHA,,FM9399,PVGCSX,,,,FM9399,PVGCSX,上海浦东国际机场-长沙黄花国际机场
CTU,SHA,FM9550,,CTUSHA,,MU3529,PVGCSX,,,,MU3529,PVGCSX,上海浦东国际机场-长沙黄花国际机场
CTU,SHA,HO1098,,CTUSHA,,MF4513,PVGCSX,,,,MF4513,PVGCSX,上海浦东国际机场-长沙黄花国际机场
CTU,SHA,HO1120,,CTUSHA,,GX8899,NNGYIW,,,,GX8899,NNGYIW,南宁吴圩国际机场-义乌机场
CTU,SHA,HO1270,,CTUSHA,,CA1276,AKUPEK,,,,CA1276,AKUPEK,阿克苏机场-北京首都国际机场
CTU,SHA,MU2220,,CTUSHA,,3U1038,TYNKWE,,,,3U1038,TYNKWE,太原武宿国际机场-贵阳龙洞堡国际机场
CTU,SHA,MU5404,,CTUSHA,,CA4962,TYNKWE,,,,CA4962,TYNKWE,太原武宿国际机场-贵阳龙洞堡国际机场
CTU,SHA,MU5406,,CTUSHA,,G54962,TYNKWE,,,,G54962,TYNKWE,太原武宿国际机场-贵阳龙洞堡国际机场
CTU,SHA,MU5408,,CTUSHA,,SC4962,TYNKWE,,,,SC4962,TYNKWE,太原武宿国际机场-贵阳龙洞堡国际机场
CTU,SHA,MU5410,,CTUSHA,,G52698,TYNKWE,,,,G52698,TYNKWE,太原武宿国际机场-贵阳龙洞堡国际机场
CTU,SHA,MU5412,,CTUSHA,,ZH3034,TYNKWE,,,,ZH3034,TYNKWE,太原武宿国际机场-贵阳龙洞堡国际机场
CTU,SHA,MU9404,,CTUSHA,,CA3623,CSXHET,,,,CA3623,CSXHET,长沙黄花国际机场-呼和浩特白塔机场
CTU,SHA,TV9865,,CTUSHA,,MF8185,CSXHET,,,,MF8185,CSXHET,长沙黄花国际机场-呼和浩特白塔机场
CTU,SHA,TV9881,,CTUSHA,,KY9203,CSXHET,,,,KY9203,CSXHET,长沙黄花国际机场-呼和浩特白塔机场
CTU,SHE,3U8253,,CTUSHE,,ZH9203,CSXHET,,,,ZH9203,CSXHET,长沙黄花国际机场-呼和浩特白塔机场
CTU,SHE,3U8579,,CTUSHE,,CZ5119,CSXHET,,,,CZ5119,CSXHET,长沙黄花国际机场-呼和浩特白塔机场
CTU,SHE,3U8969,,CTUSHE,,3U4063,CSXHET,,,,3U4063,CSXHET,长沙黄花国际机场-呼和浩特白塔机场
CTU,SHE,CA4185,,CTUSHE,,HU7877,CSXHET,,,,HU7877,CSXHET,长沙黄花国际机场-呼和浩特白塔机场
CTU,SHE,CZ6402,,CTUSHE,,NS8185,CSXHET,,,,NS8185,CSXHET,长沙黄花国际机场-呼和浩特白塔机场
CTU,SHE,CZ6410,,CTUSHE,,CN7877,CSXHET,,,,CN7877,CSXHET,长沙黄花国际机场-呼和浩特白塔机场
CTU,SHE,CZ6674,,CTUSHE,,MU9747,PEKDLU,,,,MU9747,PEKDLU,北京首都国际机场-大理荒草坝机场
CTU,SHE,EU2709,,CTUSHE,,ZH1419,PEKDLU,,,,ZH1419,PEKDLU,北京首都国际机场-大理荒草坝机场
CTU,SHE,EU2755,,CTUSHE,,SC1419,PEKDLU,,,,SC1419,PEKDLU,北京首都国际机场-大理荒草坝机场
CTU,SHE,EU2765,,CTUSHE,,CA1419,PEKDLU,,,,CA1419,PEKDLU,北京首都国际机场-大理荒草坝机场
CTU,SHE,MU2193,,CTUSHE,,MU3500,CANACX,,,,MU3500,CANACX,广州白云国际机场-兴义机场
CTU,SHE,MU2295,,CTUSHE,,CZ3923,CANACX,,,,CZ3923,CANACX,广州白云国际机场-兴义机场
CTU,SHE,TV9879,,CTUSHE,,MF1715,CANACX,,,,MF1715,CANACX,广州白云国际机场-兴义机场
CTU,SHF,CA4225,,CTUSHF,,MF1664,JUHCAN,,,,MF1664,JUHCAN,九华山机场-广州白云国际机场
CTU,SJW,3U8253,,CTUSJW,,CZ3868,JUHCAN,,,,CZ3868,JUHCAN,九华山机场-广州白云国际机场
CTU,SJW,3U8669,,CTUSJW,,MU3465,JUHCAN,,,,MU3465,JUHCAN,九华山机场-广州白云国际机场
CTU,SJW,9C8986,,CTUSJW,,HU7757,CANAEB,,,,HU7757,CANAEB,广州白云国际机场-百色机场
CTU,SJW,EU2257,,CTUSJW,,MU2336,LXAPVG,,,,MU2336,LXAPVG,拉萨贡嘎机场-上海浦东国际机场
CTU,SJW,KN2308,,CTUSJW,,BK2931,TSNZHA,,,,BK2931,TSNZHA,天津滨海国际机场-湛江机场
CTU,SJW,NS3210,,CTUSJW,,MU2776,ZYINKG,,,,MU2776,ZYINKG,遵义新舟机场-南京禄口国际机场
CTU,SQD,EU6675,,CTUSQD,,SC8818,ZUHXMN,,,,SC8818,ZUHXMN,珠海三灶机场-厦门高崎国际机场
CTU,SWA,CA4373,,CTUSWA,,SC4914,ZUHXMN,,,,SC4914,ZUHXMN,珠海三灶机场-厦门高崎国际机场
CTU,SWA,CZ3856,,CTUSWA,,ZH3032,ZUHXMN,,,,ZH3032,ZUHXMN,珠海三灶机场-厦门高崎国际机场
CTU,SWA,CZ3866,,CTUSWA,,NS8354,ZUHXMN,,,,NS8354,ZUHXMN,珠海三灶机场-厦门高崎国际机场
CTU,SWA,MU2685,,CTUSWA,,MF8354,ZUHXMN,,,,MF8354,ZUHXMN,珠海三灶机场-厦门高崎国际机场
CTU,SYM,3U8941,,CTUSYM,,CA8818,ZUHXMN,,,,CA8818,ZUHXMN,珠海三灶机场-厦门高崎国际机场
CTU,SYX,3U8757,,CTUSYX,,CA4914,ZUHXMN,,,,CA4914,ZUHXMN,珠海三灶机场-厦门高崎国际机场
CTU,SYX,8L9607,,CTUSYX,,CZ5258,ZUHXMN,,,,CZ5258,ZUHXMN,珠海三灶机场-厦门高崎国际机场
CTU,SYX,CA4375,,CTUSYX,,KY9740,JDZXIY,,,,KY9740,JDZXIY,景德镇罗家机场-西安咸阳国际机场
CTU,SYX,EU2207,,CTUSYX,,ZH9740,JDZXIY,,,,ZH9740,JDZXIY,景德镇罗家机场-西安咸阳国际机场
CTU,SYX,HU7096,,CTUSYX,,CA3898,JDZXIY,,,,CA3898,JDZXIY,景德镇罗家机场-西安咸阳国际机场
CTU,SYX,TV9805,,CTUSYX,,HU7376,SHATYN,,,,HU7376,SHATYN,上海虹桥国际机场-太原武宿国际机场
CTU,SZX,3U8701,,CTUSZX,,MU9163,SHATYN,,,,MU9163,SHATYN,上海虹桥国际机场-太原武宿国际机场
CTU,SZX,3U8703,,CTUSZX,,FM9163,SHATYN,,,,FM9163,SHATYN,上海虹桥国际机场-太原武宿国际机场
CTU,SZX,3U8705,,CTUSZX,,MU3923,SHATYN,,,,MU3923,SHATYN,上海虹桥国际机场-太原武宿国际机场
CTU,SZX,3U8797,,CTUSZX,,MU3925,SHATYN,,,,MU3925,SHATYN,上海虹桥国际机场-太原武宿国际机场
CTU,SZX,CA4311,,CTUSZX,,CA3205,SHATYN,,,,CA3205,SHATYN,上海虹桥国际机场-太原武宿国际机场
CTU,SZX,CA4313,,CTUSZX,,HO1723,SHATYN,,,,HO1723,SHATYN,上海虹桥国际机场-太原武宿国际机场
CTU,SZX,CA4329,,CTUSZX,,HO1725,SHATYN,,,,HO1725,SHATYN,上海虹桥国际机场-太原武宿国际机场
CTU,SZX,CA4337,,CTUSZX,,HO1133,SHATYN,,,,HO1133,SHATYN,上海虹桥国际机场-太原武宿国际机场
CTU,SZX,CA4383,,CTUSZX,,HO1131,SHATYN,,,,HO1131,SHATYN,上海虹桥国际机场-太原武宿国际机场
CTU,SZX,CA4389,,CTUSZX,,CZ9133,SHATYN,,,,CZ9133,SHATYN,上海虹桥国际机场-太原武宿国际机场
CTU,SZX,CZ3434,,CTUSZX,,CZ9135,SHATYN,,,,CZ9135,SHATYN,上海虹桥国际机场-太原武宿国际机场
CTU,SZX,CZ3454,,CTUSZX,,CZ9131,SHATYN,,,,CZ9131,SHATYN,上海虹桥国际机场-太原武宿国际机场
CTU,SZX,CZ3458,,CTUSZX,,CZ9129,SHATYN,,,,CZ9129,SHATYN,上海虹桥国际机场-太原武宿国际机场
CTU,SZX,CZ3622,,CTUSZX,,MU2409,SHATYN,,,,MU2409,SHATYN,上海虹桥国际机场-太原武宿国际机场
CTU,SZX,EU2217,,CTUSZX,,MU2405,SHATYN,,,,MU2405,SHATYN,上海虹桥国际机场-太原武宿国际机场
CTU,SZX,EU2245,,CTUSZX,,MU2407,SHATYN,,,,MU2407,SHATYN,上海虹桥国际机场-太原武宿国际机场
CTU,SZX,HU7732,,CTUSZX,,MU2403,SHATYN,,,,MU2403,SHATYN,上海虹桥国际机场-太原武宿国际机场
CTU,SZX,HU7742,,CTUSZX,,G55191,WNZXNN,,,,G55191,WNZXNN,温州永强机场-西宁曹家堡机场
CTU,SZX,HU7752,,CTUSZX,,CZ8145,WNZXNN,,,,CZ8145,WNZXNN,温州永强机场-西宁曹家堡机场
CTU,SZX,MU5319,,CTUSZX,,HU7285,DATHRB,,,,HU7285,DATHRB,大同云冈机场-哈尔滨太平国际机场
CTU,SZX,TV9847,,CTUSZX,,G54035,XIYPVG,,,,G54035,XIYPVG,西安咸阳国际机场-上海浦东国际机场
CTU,SZX,ZH9402,,CTUSZX,,HO1212,XIYPVG,,,,HO1212,XIYPVG,西安咸阳国际机场-上海浦东国际机场
CTU,SZX,ZH9404,,CTUSZX,,HO1220,XIYPVG,,,,HO1220,XIYPVG,西安咸阳国际机场-上海浦东国际机场
CTU,SZX,ZH9406,,CTUSZX,,CA1215,XIYPVG,,,,CA1215,XIYPVG,西安咸阳国际机场-上海浦东国际机场
CTU,SZX,ZH9408,,CTUSZX,,HO1915,XIYPVG,,,,HO1915,XIYPVG,西安咸阳国际机场-上海浦东国际机场
CTU,SZX,ZH9410,,CTUSZX,,HO1768,XIYPVG,,,,HO1768,XIYPVG,西安咸阳国际机场-上海浦东国际机场
CTU,SZX,ZH9412,,CTUSZX,,HO1772,XIYPVG,,,,HO1772,XIYPVG,西安咸阳国际机场-上海浦东国际机场
CTU,TAO,3U8259,,CTUTAO,,MU3990,XIYPVG,,,,MU3990,XIYPVG,西安咸阳国际机场-上海浦东国际机场
CTU,TAO,3U8915,,CTUTAO,,JR2159,XIYPVG,,,,JR2159,XIYPVG,西安咸阳国际机场-上海浦东国际机场
CTU,TAO,CA4511,,CTUTAO,,JR2155,XIYPVG,,,,JR2155,XIYPVG,西安咸阳国际机场-上海浦东国际机场
CTU,TAO,MU2005,,CTUTAO,,JR2151,XIYPVG,,,,JR2151,XIYPVG,西安咸阳国际机场-上海浦东国际机场
